platform_project_reference,datacenter_reference,platform_reference_id,platform_guid,platform_type,platform_depth,platform_name,latitude,longitude
ASF,OTN-Global,ASF-Beaubear Island 4-2003,OTN-GlobalASFASF-Beaubear Island 4-2003,Underwater mooring,Null,ASF-Beaubear Island 4-2003,46.7667,-66.0833
ASF,OTN-Global,ASF-Beaubear Island 5-2003,OTN-GlobalASFASF-Beaubear Island 5-2003,Underwater mooring,Null,ASF-Beaubear Island 5-2003,46.7667,-66.0833
ASF,OTN-Global,ASF-Beaubear Island 6-2003,OTN-GlobalASFASF-Beaubear Island 6-2003,Underwater mooring,Null,ASF-Beaubear Island 6-2003,46.7667,-66.0833
ASF,OTN-Global,ASF-Beaubear Island 7-2003,OTN-GlobalASFASF-Beaubear Island 7-2003,Underwater mooring,Null,ASF-Beaubear Island 7-2003,46.7667,-66.0833
ASF,OTN-Global,ASF-Beaubear Island 8-2003,OTN-GlobalASFASF-Beaubear Island 8-2003,Underwater mooring,Null,ASF-Beaubear Island 8-2003,46.7667,-66.0833
ASF,OTN-Global,ASF-Belledune Coastline 1,OTN-GlobalASFASF-Belledune Coastline 1,Underwater mooring,Null,ASF-Belledune Coastline 1,47.92293,-65.89374
ASF,OTN-Global,ASF-Belledune Coastline 2,OTN-GlobalASFASF-Belledune Coastline 2,Underwater mooring,Null,ASF-Belledune Coastline 2,47.93039,-65.88554
ASF,OTN-Global,ASF-Belledune Coastline 3,OTN-GlobalASFASF-Belledune Coastline 3,Underwater mooring,Null,ASF-Belledune Coastline 3,47.93815,-65.87947
ASF,OTN-Global,ASF-Below Falls,OTN-GlobalASFASF-Below Falls,Underwater mooring,Null,ASF-Below Falls,50.53673,-64.10447
ASF,OTN-Global,ASF-Below Falls Winter,OTN-GlobalASFASF-Below Falls Winter,Underwater mooring,Null,ASF-Below Falls Winter,50.53678,-64.10458
ASF,OTN-Global,ASF-Below Falls-2011,OTN-GlobalASFASF-Below Falls-2011,Underwater mooring,Null,ASF-Below Falls-2011,50.5367,-64.1045
ASF,OTN-Global,ASF-Boies1,OTN-GlobalASFASF-Boies1,Underwater mooring,Null,ASF-Boies1,46.47517,-66.40005
ASF,OTN-Global,ASF-Boies2,OTN-GlobalASFASF-Boies2,Underwater mooring,Null,ASF-Boies2,46.47575,-66.40132
ASF,OTN-Global,ASF-Boiestown 1-2003,OTN-GlobalASFASF-Boiestown 1-2003,Underwater mooring,Null,ASF-Boiestown 1-2003,46.7667,-67.1
ASF,OTN-Global,ASF-Boiestown 2,OTN-GlobalASFASF-Boiestown 2,Underwater mooring,Null,ASF-Boiestown 2,46.46952,-66.40315
ASF,OTN-Global,ASF-Boiestown 2-2003,OTN-GlobalASFASF-Boiestown 2-2003,Underwater mooring,Null,ASF-Boiestown 2-2003,46.7667,-67.1
ASF,OTN-Global,ASF-Boiestown 3-2003,OTN-GlobalASFASF-Boiestown 3-2003,Underwater mooring,Null,ASF-Boiestown 3-2003,46.7667,-67.1
ASF,OTN-Global,ASF-Boiestown 4-2003,OTN-GlobalASFASF-Boiestown 4-2003,Underwater mooring,Null,ASF-Boiestown 4-2003,46.7667,-67.1
ASF,OTN-Global,ASF-Boiestown-Tuckaway Lodge,OTN-GlobalASFASF-Boiestown-Tuckaway Lodge,Underwater mooring,Null,ASF-Boiestown-Tuckaway Lodge,46.47652,-66.4007
ASF,OTN-Global,ASF-Boisetown-Tuckaway Lodge-2004,OTN-GlobalASFASF-Boisetown-Tuckaway Lodge-2004,Underwater mooring,Null,ASF-Boisetown-Tuckaway Lodge-2004,46.4758,-66.4015
ASF,OTN-Global,ASF-Boston Brook,OTN-GlobalASFASF-Boston Brook,Underwater mooring,Null,ASF-Boston Brook,47.52763,-67.62078
ASF,OTN-Global,ASF-Bridge,OTN-GlobalASFASF-Bridge,Underwater mooring,Null,ASF-Bridge,50.3,-64.31317
ASF,OTN-Global,ASF-Bridge 1,OTN-GlobalASFASF-Bridge 1,Underwater mooring,Null,ASF-Bridge 1,50.29992,-64.31317
ASF,OTN-Global,ASF-Bridge 2,OTN-GlobalASFASF-Bridge 2,Underwater mooring,Null,ASF-Bridge 2,50.30036,-64.30036
ASF,OTN-Global,ASF-Casc Estuary 1,OTN-GlobalASFASF-Casc Estuary 1,Underwater mooring,Null,ASF-Casc Estuary 1,48.18895,-65.90343
ASF,OTN-Global,ASF-Casc Estuary 2,OTN-GlobalASFASF-Casc Estuary 2,Underwater mooring,Null,ASF-Casc Estuary 2,48.20888,-65.90379
ASF,OTN-Global,ASF-CASC1,OTN-GlobalASFASF-CASC1,Underwater mooring,Null,ASF-CASC1,48.09123,-65.66475
ASF,OTN-Global,ASF-CASC2,OTN-GlobalASFASF-CASC2,Underwater mooring,Null,ASF-CASC2,48.08235,-65.66627
ASF,OTN-Global,ASF-CASC3,OTN-GlobalASFASF-CASC3,Underwater mooring,Null,ASF-CASC3,48.07346,-65.67134
ASF,OTN-Global,ASF-Cascapedia 1,OTN-GlobalASFASF-Cascapedia 1,Underwater mooring,Null,ASF-Cascapedia 1,48.20847,-65.90415
ASF,OTN-Global,ASF-Cascapedia 2,OTN-GlobalASFASF-Cascapedia 2,Underwater mooring,Null,ASF-Cascapedia 2,48.18993,-65.90375
ASF,OTN-Global,ASF-Cascapedia River 1,OTN-GlobalASFASF-Cascapedia River 1,Underwater mooring,Null,ASF-Cascapedia River 1,48.25225,-65.90237
ASF,OTN-Global,ASF-Cascapedia River 2,OTN-GlobalASFASF-Cascapedia River 2,Underwater mooring,Null,ASF-Cascapedia River 2,48.25252,-65.89808
ASF,OTN-Global,ASF-Cass 1,OTN-GlobalASFASF-Cass 1,Underwater mooring,Null,ASF-Cass 1,46.93703,-65.77995
ASF,OTN-Global,ASF-Cass 1 2005,OTN-GlobalASFASF-Cass 1 2005,Underwater mooring,Null,ASF-Cass 1 2005,46.93977,-65.77749
ASF,OTN-Global,ASF-Cass 2,OTN-GlobalASFASF-Cass 2,Underwater mooring,Null,ASF-Cass 2,46.93685,-65.78011
ASF,OTN-Global,ASF-Cassilis  (most downstream)-2004,OTN-GlobalASFASF-Cassilis  (most downstream)-2004,Underwater mooring,Null,ASF-Cassilis  (most downstream)-2004,46.9369,-65.7804
ASF,OTN-Global,ASF-Cassilis  (most upstream)-2004,OTN-GlobalASFASF-Cassilis  (most upstream)-2004,Underwater mooring,Null,ASF-Cassilis  (most upstream)-2004,46.9354,-65.7827
ASF,OTN-Global,ASF-Cassilis 1-2003,OTN-GlobalASFASF-Cassilis 1-2003,Underwater mooring,Null,ASF-Cassilis 1-2003,46.7667,-66.0833
ASF,OTN-Global,ASF-Cassilis 2,OTN-GlobalASFASF-Cassilis 2,Underwater mooring,Null,ASF-Cassilis 2,46.93438,-65.78328
ASF,OTN-Global,ASF-Cassilis 2-2003,OTN-GlobalASFASF-Cassilis 2-2003,Underwater mooring,Null,ASF-Cassilis 2-2003,46.7667,-66.0833
ASF,OTN-Global,ASF-Cassilis 3-2003,OTN-GlobalASFASF-Cassilis 3-2003,Underwater mooring,Null,ASF-Cassilis 3-2003,46.7667,-66.0833
ASF,OTN-Global,ASF-Cassilis 4-2003,OTN-GlobalASFASF-Cassilis 4-2003,Underwater mooring,Null,ASF-Cassilis 4-2003,46.7667,-66.0833
ASF,OTN-Global,ASF-Catamaran Brook 1-2003,OTN-GlobalASFASF-Catamaran Brook 1-2003,Underwater mooring,Null,ASF-Catamaran Brook 1-2003,46.7667,-67.1
ASF,OTN-Global,ASF-Catamaran Brook 2-2003,OTN-GlobalASFASF-Catamaran Brook 2-2003,Underwater mooring,Null,ASF-Catamaran Brook 2-2003,46.7667,-66.0833
ASF,OTN-Global,ASF-CB1,OTN-GlobalASFASF-CB1,Underwater mooring,Null,ASF-CB1,47.81503,-65.20863
ASF,OTN-Global,ASF-CB10,OTN-GlobalASFASF-CB10,Underwater mooring,Null,ASF-CB10,47.86542,-65.25482
ASF,OTN-Global,ASF-CB11,OTN-GlobalASFASF-CB11,Underwater mooring,Null,ASF-CB11,47.8727,-65.26175
ASF,OTN-Global,ASF-CB12,OTN-GlobalASFASF-CB12,Underwater mooring,Null,ASF-CB12,47.87942,-65.26697
ASF,OTN-Global,ASF-CB13,OTN-GlobalASFASF-CB13,Underwater mooring,Null,ASF-CB13,47.88623,-65.2737
ASF,OTN-Global,ASF-CB14,OTN-GlobalASFASF-CB14,Underwater mooring,Null,ASF-CB14,47.89332,-65.28033
ASF,OTN-Global,ASF-CB15,OTN-GlobalASFASF-CB15,Underwater mooring,Null,ASF-CB15,47.90032,-65.28652
ASF,OTN-Global,ASF-CB16,OTN-GlobalASFASF-CB16,Underwater mooring,Null,ASF-CB16,47.9075,-65.29292
ASF,OTN-Global,ASF-CB17,OTN-GlobalASFASF-CB17,Underwater mooring,Null,ASF-CB17,47.91418,-65.29935
ASF,OTN-Global,ASF-CB18,OTN-GlobalASFASF-CB18,Underwater mooring,Null,ASF-CB18,47.92367,-65.3091
ASF,OTN-Global,ASF-CB19,OTN-GlobalASFASF-CB19,Underwater mooring,Null,ASF-CB19,47.9302,-65.31177
ASF,OTN-Global,ASF-CB2,OTN-GlobalASFASF-CB2,Underwater mooring,Null,ASF-CB2,47.82103,-65.214
ASF,OTN-Global,ASF-CB20,OTN-GlobalASFASF-CB20,Underwater mooring,Null,ASF-CB20,47.93477,-65.31815
ASF,OTN-Global,ASF-CB21,OTN-GlobalASFASF-CB21,Underwater mooring,Null,ASF-CB21,47.94205,-65.32418
ASF,OTN-Global,ASF-CB22,OTN-GlobalASFASF-CB22,Underwater mooring,Null,ASF-CB22,47.9486,-65.33085
ASF,OTN-Global,ASF-CB23,OTN-GlobalASFASF-CB23,Underwater mooring,Null,ASF-CB23,47.95458,-65.33663
ASF,OTN-Global,ASF-CB24,OTN-GlobalASFASF-CB24,Underwater mooring,Null,ASF-CB24,47.96243,-65.34307
ASF,OTN-Global,ASF-CB25,OTN-GlobalASFASF-CB25,Underwater mooring,Null,ASF-CB25,47.96918,-65.34932
ASF,OTN-Global,ASF-CB26,OTN-GlobalASFASF-CB26,Underwater mooring,Null,ASF-CB26,47.97632,-65.35645
ASF,OTN-Global,ASF-CB27,OTN-GlobalASFASF-CB27,Underwater mooring,Null,ASF-CB27,47.98288,-65.36173
ASF,OTN-Global,ASF-CB28,OTN-GlobalASFASF-CB28,Underwater mooring,Null,ASF-CB28,47.99062,-65.36922
ASF,OTN-Global,ASF-CB29,OTN-GlobalASFASF-CB29,Underwater mooring,Null,ASF-CB29,47.99728,-65.37537
ASF,OTN-Global,ASF-CB3,OTN-GlobalASFASF-CB3,Underwater mooring,Null,ASF-CB3,47.82633,-65.21888
ASF,OTN-Global,ASF-CB4,OTN-GlobalASFASF-CB4,Underwater mooring,Null,ASF-CB4,47.83153,-65.22368
ASF,OTN-Global,ASF-CB5,OTN-GlobalASFASF-CB5,Underwater mooring,Null,ASF-CB5,47.83702,-65.22885
ASF,OTN-Global,ASF-CB6,OTN-GlobalASFASF-CB6,Underwater mooring,Null,ASF-CB6,47.84223,-65.23345
ASF,OTN-Global,ASF-CB7,OTN-GlobalASFASF-CB7,Underwater mooring,Null,ASF-CB7,47.84785,-65.23913
ASF,OTN-Global,ASF-CB8,OTN-GlobalASFASF-CB8,Underwater mooring,Null,ASF-CB8,47.85323,-65.24378
ASF,OTN-Global,ASF-CB9,OTN-GlobalASFASF-CB9,Underwater mooring,Null,ASF-CB9,47.85897,-65.24855
ASF,OTN-Global,ASF-Chaleur Bay 1,OTN-GlobalASFASF-Chaleur Bay 1,Underwater mooring,Null,ASF-Chaleur Bay 1,47.821,-65.192
ASF,OTN-Global,ASF-Chaleur Bay 10,OTN-GlobalASFASF-Chaleur Bay 10,Underwater mooring,Null,ASF-Chaleur Bay 10,47.87753,-65.25943
ASF,OTN-Global,ASF-Chaleur Bay 10-2004,OTN-GlobalASFASF-Chaleur Bay 10-2004,Underwater mooring,Null,ASF-Chaleur Bay 10-2004,47.9025,-65.2102
ASF,OTN-Global,ASF-Chaleur Bay 11,OTN-GlobalASFASF-Chaleur Bay 11,Underwater mooring,Null,ASF-Chaleur Bay 11,47.8855,-65.26765
ASF,OTN-Global,ASF-Chaleur Bay 11-2004,OTN-GlobalASFASF-Chaleur Bay 11-2004,Underwater mooring,Null,ASF-Chaleur Bay 11-2004,47.9112,-65.2132
ASF,OTN-Global,ASF-Chaleur Bay 12,OTN-GlobalASFASF-Chaleur Bay 12,Underwater mooring,Null,ASF-Chaleur Bay 12,47.89292,-65.27652
ASF,OTN-Global,ASF-Chaleur Bay 1-2004,OTN-GlobalASFASF-Chaleur Bay 1-2004,Underwater mooring,Null,ASF-Chaleur Bay 1-2004,47.824,-65.1825
ASF,OTN-Global,ASF-Chaleur Bay 12-2004,OTN-GlobalASFASF-Chaleur Bay 12-2004,Underwater mooring,Null,ASF-Chaleur Bay 12-2004,47.9287,-65.2162
ASF,OTN-Global,ASF-Chaleur Bay 13,OTN-GlobalASFASF-Chaleur Bay 13,Underwater mooring,Null,ASF-Chaleur Bay 13,47.90697,-65.29155
ASF,OTN-Global,ASF-Chaleur Bay 13-2004,OTN-GlobalASFASF-Chaleur Bay 13-2004,Underwater mooring,Null,ASF-Chaleur Bay 13-2004,47.9287,-65.2193
ASF,OTN-Global,ASF-Chaleur Bay 14,OTN-GlobalASFASF-Chaleur Bay 14,Underwater mooring,Null,ASF-Chaleur Bay 14,47.90697,-65.29158
ASF,OTN-Global,ASF-Chaleur Bay 14-2004,OTN-GlobalASFASF-Chaleur Bay 14-2004,Underwater mooring,Null,ASF-Chaleur Bay 14-2004,47.9375,-65.2223
ASF,OTN-Global,ASF-Chaleur Bay 15,OTN-GlobalASFASF-Chaleur Bay 15,Underwater mooring,Null,ASF-Chaleur Bay 15,47.91288,-65.30103
ASF,OTN-Global,ASF-Chaleur Bay 15-2004,OTN-GlobalASFASF-Chaleur Bay 15-2004,Underwater mooring,Null,ASF-Chaleur Bay 15-2004,47.9462,-65.2255
ASF,OTN-Global,ASF-Chaleur Bay 16,OTN-GlobalASFASF-Chaleur Bay 16,Underwater mooring,Null,ASF-Chaleur Bay 16,47.91292,-65.30105
ASF,OTN-Global,ASF-Chaleur Bay 16-2004,OTN-GlobalASFASF-Chaleur Bay 16-2004,Underwater mooring,Null,ASF-Chaleur Bay 16-2004,47.955,-65.2285
ASF,OTN-Global,ASF-Chaleur Bay 17,OTN-GlobalASFASF-Chaleur Bay 17,Underwater mooring,Null,ASF-Chaleur Bay 17,47.92055,-65.30977
ASF,OTN-Global,ASF-Chaleur Bay 17-2004,OTN-GlobalASFASF-Chaleur Bay 17-2004,Underwater mooring,Null,ASF-Chaleur Bay 17-2004,47.9637,-65.2315
ASF,OTN-Global,ASF-Chaleur Bay 18,OTN-GlobalASFASF-Chaleur Bay 18,Underwater mooring,Null,ASF-Chaleur Bay 18,47.93515,-65.32567
ASF,OTN-Global,ASF-Chaleur Bay 18-2004,OTN-GlobalASFASF-Chaleur Bay 18-2004,Underwater mooring,Null,ASF-Chaleur Bay 18-2004,47.9723,-65.2348
ASF,OTN-Global,ASF-Chaleur Bay 19,OTN-GlobalASFASF-Chaleur Bay 19,Underwater mooring,Null,ASF-Chaleur Bay 19,47.94258,-65.33477
ASF,OTN-Global,ASF-Chaleur Bay 19-2004,OTN-GlobalASFASF-Chaleur Bay 19-2004,Underwater mooring,Null,ASF-Chaleur Bay 19-2004,47.9812,-65.2377
ASF,OTN-Global,ASF-Chaleur Bay 2,OTN-GlobalASFASF-Chaleur Bay 2,Underwater mooring,Null,ASF-Chaleur Bay 2,47.8279,-65.20037
ASF,OTN-Global,ASF-Chaleur Bay 20,OTN-GlobalASFASF-Chaleur Bay 20,Underwater mooring,Null,ASF-Chaleur Bay 20,47.95675,-65.35192
ASF,OTN-Global,ASF-Chaleur Bay 20-2004,OTN-GlobalASFASF-Chaleur Bay 20-2004,Underwater mooring,Null,ASF-Chaleur Bay 20-2004,47.99,-65.2408
ASF,OTN-Global,ASF-Chaleur Bay 21,OTN-GlobalASFASF-Chaleur Bay 21,Underwater mooring,Null,ASF-Chaleur Bay 21,47.9635,-65.35995
ASF,OTN-Global,ASF-Chaleur Bay 21-2004,OTN-GlobalASFASF-Chaleur Bay 21-2004,Underwater mooring,Null,ASF-Chaleur Bay 21-2004,47.9987,-65.2438
ASF,OTN-Global,ASF-Chaleur Bay 22,OTN-GlobalASFASF-Chaleur Bay 22,Underwater mooring,Null,ASF-Chaleur Bay 22,47.97125,-65.36853
ASF,OTN-Global,ASF-Chaleur Bay 2-2004,OTN-GlobalASFASF-Chaleur Bay 2-2004,Underwater mooring,Null,ASF-Chaleur Bay 2-2004,47.8327,-65.1857
ASF,OTN-Global,ASF-Chaleur Bay 22-2004,OTN-GlobalASFASF-Chaleur Bay 22-2004,Underwater mooring,Null,ASF-Chaleur Bay 22-2004,48.0075,-65.2468
ASF,OTN-Global,ASF-Chaleur Bay 23,OTN-GlobalASFASF-Chaleur Bay 23,Underwater mooring,Null,ASF-Chaleur Bay 23,47.97863,-65.37787
ASF,OTN-Global,ASF-Chaleur Bay 23-2004,OTN-GlobalASFASF-Chaleur Bay 23-2004,Underwater mooring,Null,ASF-Chaleur Bay 23-2004,48.0107,-65.248
ASF,OTN-Global,ASF-Chaleur Bay 24,OTN-GlobalASFASF-Chaleur Bay 24,Underwater mooring,Null,ASF-Chaleur Bay 24,47.98503,-65.3845
ASF,OTN-Global,ASF-Chaleur Bay 25,OTN-GlobalASFASF-Chaleur Bay 25,Underwater mooring,Null,ASF-Chaleur Bay 25,47.9925,-65.39385
ASF,OTN-Global,ASF-Chaleur Bay 26,OTN-GlobalASFASF-Chaleur Bay 26,Underwater mooring,Null,ASF-Chaleur Bay 26,47.9991,-65.40167
ASF,OTN-Global,ASF-Chaleur Bay 27,OTN-GlobalASFASF-Chaleur Bay 27,Underwater mooring,Null,ASF-Chaleur Bay 27,47.819,-65.18933
ASF,OTN-Global,ASF-Chaleur Bay 28,OTN-GlobalASFASF-Chaleur Bay 28,Underwater mooring,Null,ASF-Chaleur Bay 28,47.81983,-65.16333
ASF,OTN-Global,ASF-Chaleur Bay 3,OTN-GlobalASFASF-Chaleur Bay 3,Underwater mooring,Null,ASF-Chaleur Bay 3,47.83525,-65.2091
ASF,OTN-Global,ASF-Chaleur Bay 3-2004,OTN-GlobalASFASF-Chaleur Bay 3-2004,Underwater mooring,Null,ASF-Chaleur Bay 3-2004,47.8413,-65.1887
ASF,OTN-Global,ASF-Chaleur Bay 4,OTN-GlobalASFASF-Chaleur Bay 4,Underwater mooring,Null,ASF-Chaleur Bay 4,47.83525,-65.20908
ASF,OTN-Global,ASF-Chaleur Bay 4-2004,OTN-GlobalASFASF-Chaleur Bay 4-2004,Underwater mooring,Null,ASF-Chaleur Bay 4-2004,47.8502,-65.1918
ASF,OTN-Global,ASF-Chaleur Bay 5,OTN-GlobalASFASF-Chaleur Bay 5,Underwater mooring,Null,ASF-Chaleur Bay 5,47.84783,-65.22498
ASF,OTN-Global,ASF-Chaleur Bay 5-2004,OTN-GlobalASFASF-Chaleur Bay 5-2004,Underwater mooring,Null,ASF-Chaleur Bay 5-2004,47.8588,-65.1948
ASF,OTN-Global,ASF-Chaleur Bay 6,OTN-GlobalASFASF-Chaleur Bay 6,Underwater mooring,Null,ASF-Chaleur Bay 6,47.85532,-65.23278
ASF,OTN-Global,ASF-Chaleur Bay 6-2004,OTN-GlobalASFASF-Chaleur Bay 6-2004,Underwater mooring,Null,ASF-Chaleur Bay 6-2004,47.8675,-65.1978
ASF,OTN-Global,ASF-Chaleur Bay 7,OTN-GlobalASFASF-Chaleur Bay 7,Underwater mooring,Null,ASF-Chaleur Bay 7,47.86488,-65.24403
ASF,OTN-Global,ASF-Chaleur Bay 7-2004,OTN-GlobalASFASF-Chaleur Bay 7-2004,Underwater mooring,Null,ASF-Chaleur Bay 7-2004,47.8762,-65.2008
ASF,OTN-Global,ASF-Chaleur Bay 7REPLACE,OTN-GlobalASFASF-Chaleur Bay 7REPLACE,Underwater mooring,Null,ASF-Chaleur Bay 7REPLACE,47.86367,-65.24217
ASF,OTN-Global,ASF-Chaleur Bay 8,OTN-GlobalASFASF-Chaleur Bay 8,Underwater mooring,Null,ASF-Chaleur Bay 8,47.8649,-65.244
ASF,OTN-Global,ASF-Chaleur Bay 8-2004,OTN-GlobalASFASF-Chaleur Bay 8-2004,Underwater mooring,Null,ASF-Chaleur Bay 8-2004,47.885,-65.204
ASF,OTN-Global,ASF-Chaleur Bay 9,OTN-GlobalASFASF-Chaleur Bay 9,Underwater mooring,Null,ASF-Chaleur Bay 9,47.87087,-65.2501
ASF,OTN-Global,ASF-Chaleur Bay 9-2004,OTN-GlobalASFASF-Chaleur Bay 9-2004,Underwater mooring,Null,ASF-Chaleur Bay 9-2004,47.8937,-65.207
ASF,OTN-Global,ASF-Chatam,OTN-GlobalASFASF-Chatam,Underwater mooring,Null,ASF-Chatam,47.02102,-65.49572
ASF,OTN-Global,ASF-Chatham; Eagle Forest (north side)-2004,OTN-GlobalASFASF-Chatham; Eagle Forest (north side)-2004,Underwater mooring,Null,ASF-Chatham; Eagle Forest (north side)-2004,47.0217,-65.4963
ASF,OTN-Global,ASF-Chatham; Eagle Forest (south side)-2004,OTN-GlobalASFASF-Chatham; Eagle Forest (south side)-2004,Underwater mooring,Null,ASF-Chatham; Eagle Forest (south side)-2004,47.0196,-65.4944
ASF,OTN-Global,ASF-CHB 1,OTN-GlobalASFASF-CHB 1,Underwater mooring,Null,ASF-CHB 1,47.81567,-65.20855
ASF,OTN-Global,ASF-CHB 10,OTN-GlobalASFASF-CHB 10,Underwater mooring,Null,ASF-CHB 10,47.86545,-65.25502
ASF,OTN-Global,ASF-CHB 11,OTN-GlobalASFASF-CHB 11,Underwater mooring,Null,ASF-CHB 11,47.87248,-65.26142
ASF,OTN-Global,ASF-CHB 12,OTN-GlobalASFASF-CHB 12,Underwater mooring,Null,ASF-CHB 12,47.87955,-65.26603
ASF,OTN-Global,ASF-CHB 13,OTN-GlobalASFASF-CHB 13,Underwater mooring,Null,ASF-CHB 13,47.88623,-65.2743
ASF,OTN-Global,ASF-CHB 14,OTN-GlobalASFASF-CHB 14,Underwater mooring,Null,ASF-CHB 14,47.89308,-65.28075
ASF,OTN-Global,ASF-CHB 15,OTN-GlobalASFASF-CHB 15,Underwater mooring,Null,ASF-CHB 15,47.90057,-65.28682
ASF,OTN-Global,ASF-CHB 16,OTN-GlobalASFASF-CHB 16,Underwater mooring,Null,ASF-CHB 16,47.90772,-65.29297
ASF,OTN-Global,ASF-CHB 17,OTN-GlobalASFASF-CHB 17,Underwater mooring,Null,ASF-CHB 17,47.91413,-65.29975
ASF,OTN-Global,ASF-CHB 18,OTN-GlobalASFASF-CHB 18,Underwater mooring,Null,ASF-CHB 18,47.92382,-65.30933
ASF,OTN-Global,ASF-CHB 19,OTN-GlobalASFASF-CHB 19,Underwater mooring,Null,ASF-CHB 19,47.93018,-65.31193
ASF,OTN-Global,ASF-CHB 2,OTN-GlobalASFASF-CHB 2,Underwater mooring,Null,ASF-CHB 2,47.82072,-65.21463
ASF,OTN-Global,ASF-CHB 20,OTN-GlobalASFASF-CHB 20,Underwater mooring,Null,ASF-CHB 20,47.9351,-65.31865
ASF,OTN-Global,ASF-CHB 21,OTN-GlobalASFASF-CHB 21,Underwater mooring,Null,ASF-CHB 21,47.94215,-65.3245
ASF,OTN-Global,ASF-CHB 22,OTN-GlobalASFASF-CHB 22,Underwater mooring,Null,ASF-CHB 22,47.94872,-65.33132
ASF,OTN-Global,ASF-CHB 23,OTN-GlobalASFASF-CHB 23,Underwater mooring,Null,ASF-CHB 23,47.95535,-65.33698
ASF,OTN-Global,ASF-CHB 24,OTN-GlobalASFASF-CHB 24,Underwater mooring,Null,ASF-CHB 24,47.96245,-65.34295
ASF,OTN-Global,ASF-CHB 25,OTN-GlobalASFASF-CHB 25,Underwater mooring,Null,ASF-CHB 25,47.96925,-65.34962
ASF,OTN-Global,ASF-CHB 26,OTN-GlobalASFASF-CHB 26,Underwater mooring,Null,ASF-CHB 26,47.97643,-65.356
ASF,OTN-Global,ASF-CHB 27,OTN-GlobalASFASF-CHB 27,Underwater mooring,Null,ASF-CHB 27,47.98285,-65.36242
ASF,OTN-Global,ASF-CHB 28,OTN-GlobalASFASF-CHB 28,Underwater mooring,Null,ASF-CHB 28,47.99075,-65.36913
ASF,OTN-Global,ASF-CHB 29,OTN-GlobalASFASF-CHB 29,Underwater mooring,Null,ASF-CHB 29,47.99782,-65.37532
ASF,OTN-Global,ASF-CHB 3,OTN-GlobalASFASF-CHB 3,Underwater mooring,Null,ASF-CHB 3,47.82617,-65.21858
ASF,OTN-Global,ASF-CHB 4,OTN-GlobalASFASF-CHB 4,Underwater mooring,Null,ASF-CHB 4,47.83138,-65.22337
ASF,OTN-Global,ASF-CHB 5,OTN-GlobalASFASF-CHB 5,Underwater mooring,Null,ASF-CHB 5,47.83715,-65.22873
ASF,OTN-Global,ASF-CHB 6,OTN-GlobalASFASF-CHB 6,Underwater mooring,Null,ASF-CHB 6,47.84255,-65.2338
ASF,OTN-Global,ASF-CHB 7,OTN-GlobalASFASF-CHB 7,Underwater mooring,Null,ASF-CHB 7,47.8475,-65.23887
ASF,OTN-Global,ASF-CHB 8,OTN-GlobalASFASF-CHB 8,Underwater mooring,Null,ASF-CHB 8,47.85328,-65.24363
ASF,OTN-Global,ASF-CHB 9,OTN-GlobalASFASF-CHB 9,Underwater mooring,Null,ASF-CHB 9,47.85922,-65.24818
ASF,OTN-Global,ASF-CHBAY-1,OTN-GlobalASFASF-CHBAY-1,Underwater mooring,Null,ASF-CHBAY-1,47.81527,-65.20925
ASF,OTN-Global,ASF-CHBAY-10,OTN-GlobalASFASF-CHBAY-10,Underwater mooring,Null,ASF-CHBAY-10,47.86538,-65.25478
ASF,OTN-Global,ASF-CHBAY-11,OTN-GlobalASFASF-CHBAY-11,Underwater mooring,Null,ASF-CHBAY-11,47.8724,-65.26112
ASF,OTN-Global,ASF-CHBAY-12,OTN-GlobalASFASF-CHBAY-12,Underwater mooring,Null,ASF-CHBAY-12,47.87932,-65.2675
ASF,OTN-Global,ASF-CHBAY-13,OTN-GlobalASFASF-CHBAY-13,Underwater mooring,Null,ASF-CHBAY-13,47.88623,-65.2738
ASF,OTN-Global,ASF-CHBAY-14,OTN-GlobalASFASF-CHBAY-14,Underwater mooring,Null,ASF-CHBAY-14,47.8932,-65.28017
ASF,OTN-Global,ASF-CHBAY-15,OTN-GlobalASFASF-CHBAY-15,Underwater mooring,Null,ASF-CHBAY-15,47.90028,-65.28652
ASF,OTN-Global,ASF-CHBAY-16,OTN-GlobalASFASF-CHBAY-16,Underwater mooring,Null,ASF-CHBAY-16,47.9072,-65.29288
ASF,OTN-Global,ASF-CHBAY-17,OTN-GlobalASFASF-CHBAY-17,Underwater mooring,Null,ASF-CHBAY-17,47.91418,-65.29917
ASF,OTN-Global,ASF-CHBAY-18,OTN-GlobalASFASF-CHBAY-18,Underwater mooring,Null,ASF-CHBAY-18,47.92093,-65.30542
ASF,OTN-Global,ASF-CHBAY-19,OTN-GlobalASFASF-CHBAY-19,Underwater mooring,Null,ASF-CHBAY-19,47.92785,-65.3117
ASF,OTN-Global,ASF-CHBAY-2,OTN-GlobalASFASF-CHBAY-2,Underwater mooring,Null,ASF-CHBAY-2,47.82073,-65.21413
ASF,OTN-Global,ASF-CHBAY-20,OTN-GlobalASFASF-CHBAY-20,Underwater mooring,Null,ASF-CHBAY-20,47.93477,-65.318
ASF,OTN-Global,ASF-CHBAY-21,OTN-GlobalASFASF-CHBAY-21,Underwater mooring,Null,ASF-CHBAY-21,47.94175,-65.32438
